Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1753708408,1,,Aggregated,0.500000,0.000000,57,60,60,62,62,62,62,62,62,62,62,18,0,34,206.63578466499328,18.49354201112874,3112.452250003116,49.0
1753708409,1,POST,/matrix-multiplication,0.500000,0.000000,57,60,60,62,62,62,62,62,62,62,62,18,0,34,206.63578466499328,18.49354201112874,3112.452250003116,49.0
1753708409,1,,Aggregated,0.500000,0.000000,57,60,60,62,62,62,62,62,62,62,62,18,0,34,206.63578466499328,18.49354201112874,3112.452250003116,49.0
1753708410,1,POST,/matrix-multiplication,0.500000,0.000000,59,60,60,62,62,62,62,62,62,62,62,19,0,35,198.84967542020604,18.49354201112874,3112.452250003116,49.10526315789474
1753708410,1,,Aggregated,0.500000,0.000000,59,60,60,62,62,62,62,62,62,62,62,19,0,35,198.84967542020604,18.49354201112874,3112.452250003116,49.10526315789474
1753708411,1,POST,/matrix-multiplication,0.500000,0.000000,59,60,60,62,62,62,62,62,62,62,62,19,0,35,198.84967542020604,18.49354201112874,3112.452250003116,49.10526315789474
1753708411,1,,Aggregated,0.500000,0.000000,59,60,60,62,62,62,62,62,62,62,62,19,0,35,198.84967542020604,18.49354201112874,3112.452250003116,49.10526315789474
1753708412,1,POST,/matrix-multiplication,0.500000,0.000000,60,61,61,62,62,62,62,62,62,62,62,20,0,35,191.97277914936421,18.49354201112874,3112.452250003116,49.2
1753708412,1,,Aggregated,0.500000,0.000000,60,61,61,62,62,62,62,62,62,62,62,20,0,35,191.97277914936421,18.49354201112874,3112.452250003116,49.2
1753708413,1,POST,/matrix-multiplication,0.500000,0.000000,60,61,61,62,62,62,62,62,62,62,62,20,0,35,191.97277914936421,18.49354201112874,3112.452250003116,49.2
1753708413,1,,Aggregated,0.500000,0.000000,60,61,61,62,62,62,62,62,62,62,62,20,0,35,191.97277914936421,18.49354201112874,3112.452250003116,49.2
1753708414,1,POST,/matrix-multiplication,0.500000,0.000000,60,61,61,67,67,67,67,67,67,67,67,21,0,38,186.00461704634307,18.49354201112874,3112.452250003116,49.285714285714285
1753708414,1,,Aggregated,0.500000,0.000000,60,61,61,67,67,67,67,67,67,67,67,21,0,38,186.00461704634307,18.49354201112874,3112.452250003116,49.285714285714285
1753708415,1,POST,/matrix-multiplication,0.500000,0.000000,60,61,61,67,67,67,67,67,67,67,67,21,0,38,186.00461704634307,18.49354201112874,3112.452250003116,49.285714285714285
1753708415,1,,Aggregated,0.500000,0.000000,60,61,61,67,67,67,67,67,67,67,67,21,0,38,186.00461704634307,18.49354201112874,3112.452250003116,49.285714285714285
1753708416,1,POST,/matrix-multiplication,0.400000,0.000000,61,67,67,88,88,88,88,88,88,88,88,22,0,38,181.54384281660896,18.49354201112874,3112.452250003116,49.36363636363637
1753708416,1,,Aggregated,0.400000,0.000000,61,67,67,88,88,88,88,88,88,88,88,22,0,38,181.54384281660896,18.49354201112874,3112.452250003116,49.36363636363637
1753708417,1,POST,/matrix-multiplication,0.400000,0.000000,61,67,67,88,88,88,88,88,88,88,88,22,0,38,181.54384281660896,18.49354201112874,3112.452250003116,49.36363636363637
1753708417,1,,Aggregated,0.400000,0.000000,61,67,67,88,88,88,88,88,88,88,88,22,0,38,181.54384281660896,18.49354201112874,3112.452250003116,49.36363636363637
1753708418,1,POST,/matrix-multiplication,0.400000,0.000000,67,88,88,94,94,94,94,94,94,94,94,23,0,42,177.75196195504142,18.49354201112874,3112.452250003116,49.43478260869565
1753708418,1,,Aggregated,0.400000,0.000000,67,88,88,94,94,94,94,94,94,94,94,23,0,42,177.75196195504142,18.49354201112874,3112.452250003116,49.43478260869565
1753708419,1,POST,/matrix-multiplication,0.400000,0.000000,67,88,88,94,94,94,94,94,94,94,94,23,0,42,177.75196195504142,18.49354201112874,3112.452250003116,49.43478260869565
1753708419,1,,Aggregated,0.400000,0.000000,67,88,88,94,94,94,94,94,94,94,94,23,0,42,177.75196195504142,18.49354201112874,3112.452250003116,49.43478260869565
1753708420,1,POST,/matrix-multiplication,0.400000,0.000000,88,94,94,97,97,97,97,97,97,97,97,24,0,42,174.37438541431524,18.49354201112874,3112.452250003116,49.5
1753708420,1,,Aggregated,0.400000,0.000000,88,94,94,97,97,97,97,97,97,97,97,24,0,42,174.37438541431524,18.49354201112874,3112.452250003116,49.5
1753708421,1,POST,/matrix-multiplication,0.400000,0.000000,88,94,94,97,97,97,97,97,97,97,97,24,0,42,174.37438541431524,18.49354201112874,3112.452250003116,49.5
1753708421,1,,Aggregated,0.400000,0.000000,88,94,94,97,97,97,97,97,97,97,97,24,0,42,174.37438541431524,18.49354201112874,3112.452250003116,49.5
1753708422,1,POST,/matrix-multiplication,0.400000,0.000000,94,94,94,97,97,97,97,97,97,97,97,25,0,43,171.14824331831187,18.49354201112874,3112.452250003116,49.56
1753708422,1,,Aggregated,0.400000,0.000000,94,94,94,97,97,97,97,97,97,97,97,25,0,43,171.14824331831187,18.49354201112874,3112.452250003116,49.56
1753708423,1,POST,/matrix-multiplication,0.400000,0.000000,94,94,94,97,97,97,97,97,97,97,97,25,0,43,171.14824331831187,18.49354201112874,3112.452250003116,49.56
1753708423,1,,Aggregated,0.400000,0.000000,94,94,94,97,97,97,97,97,97,97,97,25,0,43,171.14824331831187,18.49354201112874,3112.452250003116,49.56
1753708424,1,POST,/matrix-multiplication,0.400000,0.000000,94,94,94,97,97,97,97,97,97,97,97,25,0,43,171.14824331831187,18.49354201112874,3112.452250003116,49.56
1753708424,1,,Aggregated,0.400000,0.000000,94,94,94,97,97,97,97,97,97,97,97,25,0,43,171.14824331831187,18.49354201112874,3112.452250003116,49.56
1753708425,1,POST,/matrix-multiplication,0.400000,0.000000,94,97,97,100,100,100,100,100,100,100,100,26,0,43,168.56087180629123,18.49354201112874,3112.452250003116,49.61538461538461
1753708425,1,,Aggregated,0.400000,0.000000,94,97,97,100,100,100,100,100,100,100,100,26,0,43,168.56087180629123,18.49354201112874,3112.452250003116,49.61538461538461
1753708426,1,POST,/matrix-multiplication,0.400000,0.000000,94,97,97,100,100,100,100,100,100,100,100,26,0,43,168.56087180629123,18.49354201112874,3112.452250003116,49.61538461538461
