Index,AUTO-cpu-revision,AUTO-gpu-revision,CPU,GPU
297,,,1.5801035,
298,,,1.5801035,
299,,,1.5801035,
300,,,1.5801035,
301,,,1.5801035,
302,,,1.5801035,
303,,,1.5801035,
304,,,1.5801035,
305,,,1.5801035,
306,,,1.5801035,
307,,,1.5751035,
308,,,1.5251035,
309,,,1.4801035,
310,,,2.87,
311,,,2.78,
312,,,2.68,
313,,,2.59,
314,,,2.5,
315,,,2.41,
316,,,2.31,
317,,,2.22,
318,,,2.13,
319,,,,
320,,,,
321,,,,
322,,,,
323,,,,
324,,,,
325,,,,
326,,,,
327,,,,
328,,,,
329,,,,
330,,,,
331,,,,
332,,,,
333,,,,
334,,,,
335,,,,
336,,,,
337,,,,
338,,,,
339,,,,
340,,,,
341,,,,
342,,,,
343,,,,
344,,,,
345,,,,
346,,,,
347,,,,
348,,,,
349,,,,
350,,,,
351,,,,
352,,,,
353,,,,
