Index,response_time,cost
1,1598.0793476104736,0.00034574446685552596
2,1635.304880142212,0.00035379821081876756
3,1632.954216003418,0.0003532896446323395
4,2283.3456993103027,0.000494001842045784
5,1499.6846199035645,0.0003244567675161362
6,1421.1249351501465,0.0003074603797197342
7,2949.778127670288,0.0006381844979214668
8,1362.3476028442383,0.00029474390387535096
9,2095.2529907226562,0.0004533079845428467
10,1308.1889629364014,0.00028302668213129044
11,1325.509262084961,0.0002867739288520813
12,1340.9318923950195,0.0002901106149196625
13,1518.6048030853271,0.0003285501491475105
14,4615.143966674805,0.000998486397190094
15,1539.3386363983154,0.00033303591398477553
16,2210.9878540039062,0.0004783472222137451
17,2155.300998687744,0.0004662993710660934
18,1538.8959884643555,0.0003329401471042633
19,1573.2143878936768,0.00034036493282079696
20,1362.2352123260498,0.00029471958818674083
21,1213.078212738037,0.0002624494713258743
22,1337.361764907837,0.0002893382178378105
23,1587.7535343170166,0.00034351047714948653
24,1352.574062347412,0.0002926293983888626
25,3079.585886001587,0.0006662684064364433
26,1462.1163845062256,0.0003163288797879219
27,1233.2764148712158,0.0002668193523573876
28,1372.0478534698486,0.00029684255309820175
29,1622.7864742279053,0.0003510898536992073
30,1289.0068531036377,0.000278876632668972
31,1356.102180480957,0.00029339270674705504
32,1446.4098453521729,0.0003129307700419426
33,1677.7808666229248,0.0003629878904938698
34,1664.1374588012695,0.0003600361392116547
35,1301.7772674560547,0.00028163951181411743
36,1572.1481800079346,0.00034013425874471664
37,1356.492805480957,0.00029347721846580507
38,2358.0240726470947,0.000510158508117199
39,1677.32515335083,0.00036288929692745206
40,1545.3777313232422,0.00033434247217178345
41,3867.4160480499268,0.0008367154619956016
42,1524.1211414337158,0.00032974360894918444
43,1309.3035221099854,0.00028326781700849533
44,1849.7836589813232,0.00040020069462060927
45,1401.1152267456055,0.00030313127930641176
46,1395.723533630371,0.0003019647865009308
47,1444.5662021636963,0.0003125318978381157
48,1348.3388900756836,0.0002917131188678742
49,1498.144817352295,0.000324123631234169
50,993.5610294342041,0.00021495692871809007
51,996.819257736206,0.00021566184641122818
52,978.294563293457,0.00021165402876853942
53,966.9384002685547,0.00020919712289810182
54,1153.911828994751,0.00024964882420301437
55,1380.6021690368652,0.0002986932792711258
56,1249.0644931793213,0.0002702351030993462
57,926.0932445526123,0.00020036027345895767
58,1025.3332614898682,0.000221830851123333
59,915.0562286376953,0.00019797241506576538
60,1150.0697612762451,0.0002488175928521156
61,809.571647644043,0.00017515082596778871
62,843.000602722168,0.00018238318039894103
63,660.5046272277832,0.0001429001761007309
64,870.8323001861572,0.0001884045681452751
65,1126.527500152588,0.0002437242246580124
66,530.0770282745361,0.0001146821650671959
67,246.43445014953613,3.531898539543152e-05
68,141.55445098876953,2.0287583915710452e-05
69,153.1008243560791,2.1942410146713258e-05
70,153.58495712280273,2.201179605484009e-05
71,137.8945827484131,1.9763051599502564e-05
72,148.0663776397705,2.122087324333191e-05
73,171.31261825561523,2.4552524448394775e-05
74,153.82494926452637,2.2046191728591918e-05
75,143.36895942687988,2.0547639265060424e-05
76,183.36071968078613,2.627925834465027e-05
77,161.51351928710938,2.3148117584228517e-05
78,168.90969276428223,2.4208137166976927e-05
79,153.82938385009766,2.2046827293395995e-05
80,178.58099937438965,2.5594228830337524e-05
81,192.60478019714355,2.7604117097854615e-05
82,146.6844081878662,2.1022809381484987e-05
83,139.94770050048828,2.005730443572998e-05
84,182.20224380493164,2.61132255821228e-05
85,146.93560600280762,2.1058811052322386e-05
86,141.50691032409668,2.0280770387649536e-05
87,168.05405616760254,2.4085507329940798e-05
88,168.43852996826172,2.414061011505127e-05
89,177.45556831359863,2.5432932050704957e-05
90,143.7448024749756,2.06015050907135e-05
91,158.05606842041016,2.2652595726013183e-05
92,166.93758964538574,2.3925495347976686e-05
93,141.98541641235352,2.0349349880218505e-05
94,142.49401092529297,2.0422241645812987e-05
95,170.167875289917,2.4388459886550907e-05
96,162.38579750061035,2.3273132497787477e-05
97,150.76580047607422,2.1607754524230955e-05
98,175.58765411376953,2.516522258758545e-05
99,167.23108291625977,2.396755880355835e-05
100,150.2915382385254,2.153978326034546e-05
101,144.87810134887695,2.0763929485321048e-05
102,142.22049713134766,2.0383041648864748e-05
103,136.6487979888916,1.9584505727767942e-05
104,144.30618286132812,2.0681962127685547e-05
105,179.10022735595703,2.5668644584655765e-05
106,142.96984672546387,2.0490438432693483e-05
107,137.4570369720459,1.970034253883362e-05
108,231.63518905639648,3.319795529556275e-05
109,137.91255950927734,1.9765628028869626e-05
