Index,response_time,cost
0,3414.050245285034,6.145290441513062e-07
1,2107.6878547668457,3.7938381385803227e-07
2,2097.8033542633057,3.776046037673951e-07
3,2096.576499938965,3.7738376998901374e-07
4,2076.3468265533447,3.737424287796021e-07
5,2099.188709259033,3.7785396766662605e-07
6,2083.9863777160645,3.751175479888916e-07
7,2080.0557613372803,3.7441003704071047e-07
8,2102.1071910858154,3.7837929439544687e-07
9,2100.411319732666,3.7807403755187995e-07
10,2095.2579975128174,3.771464395523072e-07
11,2079.544448852539,3.7431800079345714e-07
12,2082.9545974731445,3.749318275451661e-07
13,2086.9499683380127,3.7565099430084234e-07
14,2080.8430671691895,3.745517520904542e-07
15,2088.617181777954,3.759510927200318e-07
16,2081.5152168273926,3.746727390289307e-07
17,2084.8413944244385,3.75271450996399e-07
18,2096.562957763672,3.77381332397461e-07
19,2115.873098373413,3.8085715770721443e-07
20,2088.7800216674805,3.7598040390014656e-07
21,2089.731788635254,3.7615172195434576e-07
22,2115.1238441467285,8.100621557188034e-05
23,2103.979206085205,8.043806125450135e-05
24,2112.9996299743652,8.042516354942322e-05
25,2094.1962242126465,8.034388041639327e-05
26,2107.0122241973877,8.178984255743026e-05
27,2091.729211807251,8.028938404273987e-05
28,2097.4947929382324,8.074853340625763e-05
29,2103.2265186309814,8.029248109960557e-05
30,2104.3403148651123,0.00012054830007648468
31,2098.340129852295,0.00012065592670583726
32,2099.1655349731445,0.00012047223133134841
33,2103.2230377197266,0.00012026120209884645
34,2108.331775665283,0.00012101282458019256
35,2092.249011993408,0.00012021380671787263
36,2109.2257022857666,0.00016118230406284332
37,2116.0309314727783,0.0001618390190896988
38,2099.883031845093,0.00016036985129070286
39,2109.4812393188477,0.00016122558828735354
40,2119.883108139038,0.00016229972521877292
41,2130.6122303009033,0.00020264252922391892
42,2117.3717498779297,0.0002013832271308899
43,2110.542345046997,0.0002007336824374199
44,2111.1533164978027,0.000200791791932106
45,2116.632843017578,0.00020131294969940187
46,2109.767198562622,0.00020065995825529099
47,2117.3898696899414,0.00020138495050621034
48,2116.402769088745,0.00020129106736803051
49,2107.7778339385986,0.0002004707497859001
50,2117.0397758483887,0.00020135165308094024
51,2111.1132621765137,0.0002007879823656082
52,2121.6177463531494,0.00020178706385564805
53,2135.206985473633,0.0002030795363883972
54,2121.254014968872,0.0002017524693636894
55,2105.657148361206,0.00020026905138063436
56,2115.9682273864746,0.00020124973810672762
57,2111.7730140686035,0.00020085073136806488
58,2112.641191482544,0.00020093330372190476
59,2113.153839111328,0.00020098206163787842
60,2123.621606826782,0.00020197765102529527
61,2110.491466522217,0.00020072884338092804
62,2131.572389602661,0.0002027338499751091
63,2120.1887607574463,0.0002016511530356407
64,2121.5025901794434,0.00020177611135196685
65,2108.6252212524414,0.0002005513447933197
66,2131.934881210327,0.0002027683265519142
67,2108.6860179901123,0.00020055712717103957
68,2120.604658126831,0.0002016907090344429
69,2108.5309505462646,0.00020054237870645525
70,2141.1056518554688,0.00020364055854797366
71,2106.720972061157,0.0002003702316527367
72,2134.386205673218,0.00020300147202157977
73,2119.9934482574463,0.00020163257686376572
74,2118.0599689483643,0.00020144868364667894
75,2122.4315643310547,0.0002018644660835266
76,2104.1863918304443,0.00012050015897798539
77,2093.751382827759,0.0001201555253777504
78,2100.593614578247,0.00012106671526193617
79,2095.0811862945557,0.0001204066252269745
80,2118.096399307251,0.00012032875022554396
81,2100.657558441162,0.00012102272807264329
82,2095.8834171295166,0.00012047930410957336
83,2100.1868724823,0.00012044411477422714
84,2103.677272796631,8.092421063899994e-05
85,2112.7769470214844,8.156348116922379e-05
86,2108.8500022888184,8.134231005525589e-05
87,2115.3059482574463,8.141427291297913e-05
88,2091.8106079101562,4.0394076132774354e-05
89,2090.024948120117,4.038067732286453e-05
90,2097.533369064331,4.0851316610336316e-05
91,2098.144054412842,4.041921174001694e-05
92,2084.186840057373,4.032634820318222e-05
93,2101.5128135681152,4.031294473314286e-05
94,2123.984909057617,4.0490589927673335e-05
95,2080.5702209472656,3.745026397705078e-07
96,2089.3661499023438,3.7608590698242195e-07
97,2099.6020793914795,3.7792837429046637e-07
98,2091.297388076782,3.7643352985382084e-07
99,2092.87486076355,3.76717474937439e-07
100,2105.381393432617,3.789686508178711e-07
101,2083.7528228759766,3.7507550811767586e-07
102,2088.1905555725098,3.758743000030518e-07
103,2097.591733932495,3.7756651210784917e-07
104,2088.5712146759033,3.759428186416627e-07
105,2097.8312969207764,3.776096334457398e-07
106,2104.3010234832764,3.787741842269898e-07
107,2076.8790245056152,3.738382244110108e-07
108,2092.0336723327637,3.765660610198975e-07
109,2110.2559566497803,3.7984607219696046e-07
110,2084.612560272217,3.7523026084899907e-07
111,2101.022958755493,3.781841325759889e-07
112,2093.4356212615967,3.7681841182708745e-07
113,2086.3457202911377,3.755422296524048e-07
114,2075.4714488983154,3.735848608016968e-07
115,2103.7437915802,3.786738824844361e-07
116,2108.114194869995,3.794605550765992e-07
117,2113.5600566864014,3.8044081020355225e-07
118,2077.8677940368652,3.740162029266358e-07
119,2078.1553745269775,3.74067967414856e-07
120,2096.231698989868,3.773217058181763e-07
121,2117.840337753296,3.8121126079559325e-07
122,2114.8262977600098,3.806687335968018e-07
123,2118.0896759033203,3.812561416625977e-07
124,2090.805768966675,3.763450384140015e-07
125,2102.8543949127197,3.7851379108428963e-07
126,2084.1951847076416,3.7515513324737555e-07
127,2081.401491165161,3.7465226840972906e-07
128,2113.5621547698975,3.8044118785858156e-07
129,2101.5082359313965,3.782714824676514e-07
130,2100.325584411621,3.7805860519409184e-07
131,2091.614770889282,3.7649065876007084e-07
132,2098.975372314453,3.778155670166016e-07
133,2095.8914756774902,3.772604656219483e-07
134,2083.4636211395264,3.750234518051148e-07
135,2124.499464035034,3.8240990352630616e-07
136,2102.9690265655518,3.785344247817994e-07
137,2121.262502670288,3.818272504806519e-07
138,2087.6412391662598,3.7577542304992684e-07
139,2095.258092880249,3.771464567184449e-07
140,2088.9130115509033,3.760043420791627e-07
141,2101.8922805786133,3.783406105041505e-07
142,2097.9629039764404,3.776333227157593e-07
143,2092.9120540618896,3.7672416973114014e-07
144,2099.999237060547,3.7799986267089853e-07
145,2099.912214279175,3.7798419857025157e-07
146,2089.647340774536,3.7613652133941654e-07
147,2091.8304920196533,3.7652948856353763e-07
148,2102.210569381714,3.7839790248870854e-07
149,2091.7498111724854,3.765149660110474e-07
150,2094.6613788604736,3.770390481948853e-07
151,2101.126003265381,3.7820268058776857e-07
152,2094.0810680389404,3.769345922470094e-07
153,2089.6037578582764,3.761286764144898e-07
154,2095.359182357788,3.771646528244019e-07
155,2108.198642730713,3.7947575569152835e-07
156,2100.127601623535,3.780229682922364e-07
157,2104.916286468506,3.788849315643311e-07
158,2081.396436691284,3.746513586044312e-07
159,2087.708854675293,3.7578759384155276e-07
160,2098.8811016082764,3.777985982894898e-07
161,2113.0155086517334,3.803427915573121e-07
162,2114.6695137023926,3.806405124664307e-07
163,2136.967992782593,3.846542387008668e-07
164,2091.6093349456787,3.7648968029022224e-07
165,2078.7796020507812,3.741803283691407e-07
166,2099.1737365722656,3.778512725830079e-07
167,2088.3867740631104,3.7590961933135995e-07
168,2085.4976654052734,3.7538957977294926e-07
169,2105.8364868164062,3.790505676269532e-07
170,2105.9394359588623,3.7906909847259523e-07
171,2115.473461151123,3.8078522300720216e-07
172,2106.753158569336,3.792155685424805e-07
173,2105.643320083618,3.7901579761505134e-07
174,2080.0148963928223,3.7440268135070806e-07
175,2101.027822494507,3.781850080490112e-07
176,2101.7285346984863,3.783111362457276e-07
177,2087.462615966797,3.757432708740235e-07
178,2085.298252105713,3.7535368537902835e-07
179,2079.2507648468018,3.742651376724243e-07
180,2125.7297039031982,3.8263134670257576e-07
181,2122.6081371307373,3.8206946468353277e-07
182,2088.677978515625,3.7596203613281256e-07
183,2112.1179580688477,3.8018123245239265e-07
184,2099.345636367798,3.7788221454620367e-07
185,2103.8641452789307,3.786955461502076e-07
186,2088.1768703460693,3.758718366622925e-07
187,2124.5638847351074,3.8242149925231935e-07
188,2110.238218307495,3.798428792953492e-07
189,2114.396858215332,3.805914344787598e-07
190,2114.6286964416504,3.806331653594971e-07
191,2094.8090076446533,3.770656213760377e-07
192,2091.976022720337,3.7655568408966065e-07
193,2101.0881900787354,3.781958742141724e-07
194,2106.8726539611816,3.792370777130128e-07
195,2089.1409873962402,3.7604537773132326e-07
196,2127.943706512451,3.830298671722413e-07
197,2102.175807952881,3.7839164543151863e-07
198,2096.1830615997314,3.773129510879517e-07
199,2118.454122543335,3.8132174205780036e-07
